Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,Position
David Barlow,MEL,34,26.7,11.3,4,8.5,0.468,2.1,5.2,0.41,1.2,1.6,0.709,1,3.6,4.6,2.1,0.8,0.7,1.9,3.3,2019,PF
Daniel Kickert,SYD,30,21.3,9.7,3.5,7.3,0.479,1.2,2.7,0.438,1.5,1.8,0.849,0.3,2.2,2.5,1.1,0.3,0.1,1.2,1.7,2019,PF
David Wear,SYD,30,20.2,7.1,2.7,6,0.451,1.2,2.9,0.4,0.5,0.6,0.938,0.9,2.9,3.8,0.9,0.3,0.3,0.8,1.8,2019,PF
Alex Loughton,CRN,25,18.6,6.6,2.3,6.1,0.384,1.1,3.2,0.338,0.9,1.1,0.815,0.8,2,2.8,1,0.4,0.1,0.6,2.3,2019,PF
Lucas Walker,CRN,26,17.2,6.1,2.4,5.3,0.449,0.4,1.4,0.306,1,1.2,0.781,1.4,2.7,4.1,0.8,0.8,0.2,1,2.5,2019,PF
Ray Turner,SYD,10,7.9,4.6,2.1,3.3,0.625,0,0.1,0,0.5,0.6,0.833,0.7,1.4,2.2,0.3,0.5,0.3,0.4,2.2,2019,PF
Rhys Vague,PER,33,7.6,2.1,0.7,2.4,0.307,0.3,1.4,0.244,0.3,0.4,0.714,0.6,1.4,2,0.6,0,0.3,0.3,0.6,2019,PF
Mitchell Young,CRN,22,8.1,2,0.8,1.7,0.474,0,0.1,0,0.4,0.6,0.643,0.6,1.1,1.8,0.2,0.2,0.2,0.5,1.2,2019,PF
Nic Pozoglou,ILL,5,6,1.7,0.6,1,0.6,0.2,0.2,1,0.4,0.8,0.5,0.6,0.8,1.3,0.4,0.4,0,0.4,0.2,2019,PF
Tohi Smith-Milner,MEL,24,3.8,1.1,0.2,0.8,0.25,0.1,0.3,0.25,0.6,0.8,0.789,0,0.3,0.3,0.3,0,0.1,0.4,0.8,2019,PF
Kyle Bowen,PER,3,1.8,1.1,0.4,0.4,1,0,0,0,0.4,0.7,0.5,0.4,1.1,1.4,0.4,0,0,0,0,2019,PF
Dane Pineau,SYD,26,6.5,0.6,0.2,0.6,0.429,0,0,0,0.2,0.2,0.667,0.7,1.1,1.8,0.3,0.2,0.3,0.2,1,2019,PF
Deng Acuoth,SYD,4,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2019,PF
Perry Ellis,SYD,27,30.4,15,5.6,11.7,0.478,1.3,2.8,0.447,2.5,3.5,0.723,1.8,4,5.8,1.5,0.6,0.6,0.7,1.5,2018,PF
Daniel Kickert,BRI,26,28.1,14.1,5.2,9.9,0.522,1.5,3.5,0.418,2.3,2.5,0.922,0.7,4,4.7,1.7,0.3,0.3,1.8,1.7,2018,PF
Alex Loughton,CRN,28,26.2,13.3,4.7,10.9,0.432,1.7,4.6,0.377,2.2,2.4,0.921,1.3,2.5,3.8,1.9,0.7,0.3,1.2,3.1,2018,PF
Tai Wesley,MEL,35,24.4,11.4,4.5,9.1,0.498,0.7,1.8,0.359,1.7,2.3,0.72,1.9,3.5,5.4,2.8,0.8,1.1,1.7,3.1,2018,PF
Thomas Abercrombie,NZB,30,27.2,10,3.3,9,0.374,1.5,4.5,0.321,1.9,2.7,0.688,1.2,3.7,4.9,1,0.6,1.5,0.9,2.1,2018,PF
Jesse Wagstaff,PER,29,20.8,9.6,2.9,7.2,0.398,1.3,3.5,0.381,2.5,3,0.845,0.9,2.5,3.4,1.4,0.5,0.2,0.6,2.2,2018,PF
Lucas Walker,PER,30,20.7,9.1,3.3,7,0.475,0.8,2.5,0.315,1.6,2.1,0.774,2.1,3.8,5.8,1.7,0.5,0.2,1.3,3,2018,PF
Jerry Evans,CRN,22,17,8,2.7,7.2,0.38,0.9,2.9,0.317,1.5,2.5,0.627,1.8,3,4.9,0.7,0.7,0.7,1.1,2.4,2018,PF
Rakeem Christmas,NZB,12,15.4,7.7,3,6.3,0.48,0,0,0,1.6,3,0.543,2,3.7,5.7,0.3,0.6,0.4,1.3,2.9,2018,PF
Cody Ellis,ILL,20,15.8,6.6,2,4.7,0.427,1.2,2.9,0.424,1.3,1.4,0.931,0.3,1,1.3,1.1,0.8,0.4,0.6,1.3,2018,PF
Anthony Petrie,BRI,16,16.4,6.2,2.1,4.4,0.486,0.3,0.8,0.385,1.6,1.8,0.929,0.7,2.3,3,1.4,0.3,0.4,0.9,1.8,2018,PF
Derek Cooke Jr.,PER,30,15.5,5.9,2.4,4.3,0.563,0,0,0,1,1.8,0.569,2.5,3.1,5.6,0.6,0.9,0.7,1,1.9,2018,PF
Matthew Knight,PER,5,12.6,5.6,2.7,5,0.542,0,0,0,0.2,1,0.2,0.8,1.5,2.3,0.6,0.4,0.2,0.4,1,2018,PF
Mitchell Young,BRI,25,10,4.6,1.7,3.3,0.512,0,0,0,1.2,1.7,0.707,0.9,1.4,2.3,0.3,0.4,0.2,0.5,1.3,2018,PF
Delvon Johnson,ILL,28,19.3,4.2,1.8,3.3,0.558,0,0,0,0.6,1.3,0.421,1.4,3.1,4.5,1.4,0.3,0.8,1,2.4,2018,PF
Oscar Forman,ILL,26,9.4,3.6,1.2,3,0.402,0.9,2.4,0.379,0.2,0.3,0.667,0.3,1,1.3,0.2,0.1,0.2,0.2,1,2018,PF
David Barlow,MEL,34,14.6,3.6,1.2,2.7,0.441,1,2.1,0.458,0.2,0.3,0.7,0.5,2,2.5,0.7,0.2,0.2,0.4,2,2018,PF
Craig Moller,MEL,35,13.1,3.4,1.3,3.5,0.36,0.3,1.4,0.25,0.5,0.9,0.613,1,1.6,2.6,0.8,0.3,0.3,0.5,2,2018,PF
Dane Pineau,SYD,24,11.1,2.9,1.2,2,0.617,0.2,0.5,0.455,0.3,0.4,0.6,1,1.7,2.7,0.6,0.3,0.5,0.3,1.8,2018,PF
Majok Majok,MEL,22,10.2,2.7,1.1,2.1,0.532,0,0,0,0.4,0.8,0.588,1,1.7,2.7,0.2,0,0.2,0.4,1.7,2018,PF
Tom Garlepp,SYD,22,7.6,2.4,0.7,1.7,0.378,0,0.5,0.091,1.1,1.2,0.885,0.5,0.7,1.2,0.6,0.4,0.3,0.2,0.7,2018,PF
Tohi Smith-Milner,MEL,25,6.5,2.3,0.8,1.5,0.513,0.2,0.7,0.353,0.5,0.8,0.632,0.5,0.6,1.1,0.2,0.2,0.3,0.3,1.3,2018,PF
Alan Wiggins Jr.,ADE,1,8.3,1.9,1,6.7,0.143,0,1,0,0,0,0,1,2.9,3.8,0,0,0,0,1,2018,PF
Rhys Vague,PER,13,2.8,1.6,0.5,1.6,0.333,0.2,0.9,0.182,0.3,0.5,0.571,0.3,0.3,0.6,0,0.1,0.1,0.2,0.3,2018,PF
Caleb Davis,ADE,5,2,1.1,0.6,0.7,0.75,0,0.2,0,0,0,0,0.6,0.6,1.1,0.2,0,0,0.2,0,2018,PF
Daniel Johnson,ADE,29,29.7,14.2,4.4,9.8,0.452,1.1,3.1,0.365,4.2,5.3,0.785,1.7,5,6.7,2,0.7,0.3,1.9,2.2,2017,PF
Cameron Bairstow,BRI,14,19.4,12.2,4.2,9.2,0.457,0.1,0.5,0.286,3.6,4.6,0.778,2,4.1,6.1,0.9,0.8,0.3,1.7,2.5,2017,PF
Greg Whittington,SYD,28,30.6,11.8,4.4,9.7,0.46,1.4,3.8,0.365,1.5,2.1,0.707,1.7,4.9,6.6,1.9,1.5,0.9,1.8,3.1,2017,PF
Mark Worthington,CRN,28,27,9.9,3,8,0.38,0.9,3.4,0.275,2.9,3.1,0.941,1.1,3.6,4.7,3.4,0.7,0.2,1.5,2.7,2017,PF
Josh Powell,SYD,27,20,9.6,3.7,7.6,0.48,0,0.1,0,2.3,2.9,0.803,2,2.9,4.9,1,0.2,0.8,1.7,3.2,2017,PF
Akil Mitchell,NZB,25,22.7,9.4,4.2,7.5,0.556,0.1,0.1,0.667,1,3.1,0.329,1.9,5.1,7.1,2.1,0.8,0.4,1.9,2.6,2017,PF
Jesse Wagstaff,PER,33,20.5,9.2,2.9,7.4,0.391,1.3,4.1,0.316,2.1,2.7,0.791,0.7,2.2,2.9,1.2,0.7,0.1,0.7,2.7,2017,PF
Nick Kay,ILL,34,20.1,9,3.7,6.8,0.544,0.3,1.1,0.316,1.3,1.8,0.708,1.8,2.6,4.4,2,1,0.4,1.1,1.5,2017,PF
Paul Carter,NZB,11,22,8.9,3.2,7.2,0.444,1.7,3.4,0.5,0.8,1.2,0.643,1,3.4,4.4,0.9,0.8,0.7,1.4,2.9,2017,PF
Jameel McKay,PER,33,21.9,8,3.1,5.5,0.557,0,0,0,1.9,3,0.632,3,3.6,6.5,1.1,0.7,1.4,1.3,2.5,2017,PF
Anthony Petrie,BRI,18,15.7,7.3,2.6,5.5,0.469,0.6,1.3,0.455,1.6,2.2,0.718,1,2.1,3.1,1.3,0.3,0.4,1.5,2.1,2017,PF
Alex Loughton,CRN,26,17.5,6.8,2.6,5.7,0.455,1,2.4,0.41,0.6,0.8,0.714,0.9,2.1,3,1.3,0.4,0.1,0.7,1.9,2017,PF
Eric Jacobsen,ADE,31,21.1,6.4,2.3,4.2,0.547,0.1,0.1,1,1.7,2.9,0.6,2,3.6,5.6,0.9,0.5,0.7,1.3,3.2,2017,PF
Oscar Forman,ILL,34,12.6,6.2,2,4.7,0.434,1.6,3.8,0.429,0.5,0.7,0.739,0.4,1.3,1.7,0.4,0.2,0.1,0.3,1.2,2017,PF
Majok Majok,MEL,28,18.2,5.8,2.4,4.1,0.584,0,0,0,1,1.3,0.757,2.4,3.5,5.9,0.5,0.4,0.5,0.7,2.3,2017,PF
Tom Garlepp,SYD,28,16.6,5.7,2.2,4.9,0.437,0.2,0.7,0.333,1.2,1.6,0.744,0.8,1.9,2.7,1.1,0.4,0.6,0.8,2.3,2017,PF
Mitchell Young,BRI,28,13.2,5.6,2.3,4,0.574,0,0,0,1.1,1.5,0.707,1.5,1.4,2.9,0.3,0.5,0.2,1,2.5,2017,PF
David Barlow,MEL,19,20,5.1,1.8,4.5,0.395,1,2.9,0.345,0.5,0.6,0.833,0.5,2.2,2.7,1.3,0.4,0.3,0.5,2.6,2017,PF
Cody Ellis,ILL,34,13.6,4.4,1.5,4.1,0.37,0.6,1.9,0.318,0.8,0.9,0.844,0.3,1.2,1.4,1,0.3,0.3,0.6,1.2,2017,PF
Devin Williams,MEL,16,10.5,3.2,1.3,2.7,0.465,0,0,0,0.7,1.7,0.423,1,3.1,4.1,0,0.1,0.1,0.7,1.8,2017,PF
Craig Moller,SYD,14,7.9,3.1,1.1,2.3,0.469,0.2,1,0.214,0.7,0.7,1,0.9,1.2,2.2,0.3,0.1,0.3,0.1,1.2,2017,PF
Shawn Redhage,PER,33,7.8,2.8,0.9,2.4,0.385,0.3,1.1,0.265,0.6,0.9,0.69,0.2,0.9,1.2,0.6,0.2,0.1,0.5,1.4,2017,PF
Jeromie Hill,SYD,19,5.6,2,0.9,1.8,0.485,0.2,0.5,0.444,0.1,0.1,1,0.5,0.8,1.3,0.5,0.3,0.4,0.4,1.2,2017,PF
Lucas Walker,PER,2,8.2,1.1,0.5,1.1,0.5,0,0,0,0,0,0,0,1.6,1.6,0.5,0,0,0.5,1.1,2017,PF
Liu Bo,SYD,5,1.7,0.4,0.2,0.4,0.5,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0,0,0.2,2017,PF
Tohi Smith-Milner,MEL,8,2.5,0.4,0.1,0.7,0.167,0.1,0.5,0.25,0,0,0,0.2,0.2,0.5,0.1,0.2,0,0.4,0.5,2017,PF
Al Harrington,SYD,6,27.5,16.7,5.2,13.4,0.388,1.6,4.1,0.385,4.7,7.6,0.625,1.7,4.7,6.5,2.5,0.5,0,2.5,3.3,2016,PF
Hakim Warrick,MEL,23,22.2,14.4,5.2,10.4,0.5,0,0.3,0.167,4,6.2,0.65,2.2,3.9,6.1,0.8,0.5,0.8,1.2,1.3,2016,PF
Tom Garlepp,SYD,27,26.6,13.3,4.9,9.2,0.529,0.7,1.4,0.5,2.8,3.7,0.777,0.9,3.1,4.1,2.1,0.5,0.5,1.4,2.1,2016,PF
Mark Worthington,CRN,28,27.6,11.8,4,10.1,0.398,0.8,3.4,0.244,3,3.6,0.825,0.9,4.1,5,2.7,1.1,0.5,1.5,3,2016,PF
Matthew Knight,PER,33,25.5,11.8,5.1,10.5,0.482,0,0.1,0,1.7,2.7,0.618,3.1,4.9,8,1.4,0.4,0.3,1,1.7,2016,PF
Nick Kay,TOW,28,28.1,11,4.5,8.6,0.528,0.3,0.8,0.348,1.6,2.2,0.746,3.1,3.7,6.8,1.3,0.4,0.3,1.2,2.1,2016,PF
Anthony Petrie,ADE,28,26.6,9.5,3.7,7.9,0.472,0.3,1,0.3,1.8,2.4,0.754,2.6,3.5,6.1,1.5,0.3,0.6,1.3,3,2016,PF
Jesse Wagstaff,PER,34,19.5,9.4,2.8,7.3,0.387,1.3,4,0.338,2.5,2.9,0.845,1.1,2.9,4,1.6,0.5,0.1,0.9,2,2016,PF
Oscar Forman,ILL,31,20.7,7.9,2.9,6.8,0.428,1.6,4.2,0.383,0.4,0.5,0.824,1.2,2.3,3.5,0.8,0.3,0.3,0.5,2.9,2016,PF
Alex Loughton,CRN,28,21.4,7.1,2.4,6.9,0.342,0.8,2.8,0.297,1.5,1.8,0.872,1.6,2.4,4,1.4,0.3,0.3,1,2.9,2016,PF
Shawn Redhage,PER,34,16.4,6.7,2.2,5.6,0.387,0.7,2,0.353,1.7,1.9,0.877,1.1,2,3.1,1.4,0.3,0.1,1.3,2.2,2016,PF
Cody Ellis,ILL,29,18.2,5.9,1.9,5,0.372,0.8,2.4,0.357,1.4,1.7,0.8,0.7,1.8,2.5,1.1,0.7,0.5,0.7,1.7,2016,PF
Majok Majok,MEL,30,19.5,5.7,2.2,4.5,0.489,0,0,0,1.2,2.3,0.529,2.3,4.9,7.2,0.5,0.4,0.5,0.6,2.6,2016,PF
Lucas Walker,ADE,28,15.9,5.1,2,4.5,0.446,0.2,0.9,0.259,0.9,1.7,0.531,1.4,3.3,4.7,0.6,0.5,0.2,1.1,2.2,2016,PF
Mitchell Young,TOW,27,17.4,5,1.8,4.1,0.44,0,0.1,0,1.4,2.8,0.507,1.7,2.4,4.2,0.5,0.1,0.5,0.9,2.7,2016,PF
Tohi Smith-Milner,MEL,2,10.7,4.2,1.6,3.7,0.429,1,2.6,0.4,0,0,0,0,0.5,0.5,0,0,0.5,1,2.6,2016,PF
Jeromie Hill,SYD,23,11.4,3.9,1.7,3.8,0.451,0.3,1.3,0.226,0.2,0.7,0.353,1.1,1.8,2.9,0.4,0.2,0.2,0.6,1.8,2016,PF
Harry Froling,TOW,9,5.1,1.6,0.5,1.4,0.333,0.2,0.5,0.5,0.5,0.7,0.667,0.5,0.3,0.8,0.6,0,0.1,0.2,0.7,2016,PF
Tai Wynyard,NZB,5,2.7,1,0.4,0.8,0.5,0,0,0,0.2,0.4,0.5,0.4,0.6,1,0,0,0,0.2,0.6,2016,PF
Daniel Carlin,ADE,9,4,0.2,0.1,0.5,0.2,0,0,0,0,0,0,0.1,0.9,1,0.1,0,0,0.1,1.3,2016,PF
DeAndre Daniels,PER,30,30.7,15.3,5.6,14.1,0.396,1.6,4.6,0.341,2.6,3.9,0.664,2.5,5.5,8,1.2,0.7,1.1,2.4,2.4,2015,PF
Todd Blanchfield,TOW,28,28.5,14.5,5.1,11.5,0.448,2,5.6,0.346,2.2,2.6,0.851,1.8,4.2,6,1.7,0.4,0.3,1.4,2.2,2015,PF
Tom Garlepp,SYD,28,28.2,13.6,4.8,10.2,0.472,0.3,0.7,0.474,3.6,4.7,0.765,1.1,3.1,4.1,2.2,0.6,1,1.4,2.5,2015,PF
Brian Ibekwe,NZB,32,21.8,11.6,4.7,7.8,0.596,0.1,0.2,0.4,2.2,3.5,0.628,2,4.1,6.1,0.9,0.9,1.8,1.3,3.5,2015,PF
Thomas Abercrombie,NZB,29,28.5,11.1,3.8,8,0.479,1.7,3.5,0.471,1.7,2.6,0.671,1.3,3,4.3,1,0.6,1,1,2.3,2015,PF
Tim Coenraad,ILL,26,28.5,10.4,3.8,8.2,0.471,1.3,3.1,0.405,1.5,1.7,0.881,1.3,4.6,5.9,1.8,0.6,0.3,2.5,2.4,2015,PF
Anthony Petrie,ADE,30,26.2,9.7,3.8,8,0.479,0.3,1.1,0.286,1.7,2.3,0.72,1.9,3.9,5.9,1.5,0.3,0.8,1.4,2.4,2015,PF
David Barlow,MEL,25,24,8.8,2.9,6.5,0.448,2.2,4.6,0.466,0.9,1.2,0.733,0.5,3.1,3.6,0.8,0.4,0.2,0.9,3.3,2015,PF
Jesse Wagstaff,PER,30,20.9,8.8,3,7.2,0.413,1,3.2,0.323,1.9,2.3,0.806,1.4,2.7,4.1,1,0.6,0.1,1,2.2,2015,PF
Matt Burston,CRN,32,19.2,7.4,2.9,5.4,0.539,0,0,0,1.5,2.6,0.577,2.1,3.3,5.4,1.1,0.7,0.6,1.3,3.5,2015,PF
Cody Ellis,SYD,28,18,6.9,2.2,5.3,0.413,0.6,2.1,0.31,1.8,2.2,0.836,1.2,2.2,3.4,0.9,0.5,0.9,0.7,1.2,2015,PF
Lucas Walker,MEL,26,16.8,5,1.8,4.9,0.38,0.6,1.9,0.314,0.7,1,0.692,0.9,3.1,4,0.6,0.4,0.1,1.1,2.3,2015,PF
Adam Ballinger,ILL,28,14.3,4.3,1.8,4.5,0.39,0.4,1.8,0.2,0.4,0.5,0.857,0.8,1.7,2.5,0.3,0.2,0.6,0.5,1.8,2015,PF
Mitchell Young,CRN,32,11.2,2.9,1.1,2.7,0.395,0,0.1,0,0.8,1.3,0.575,1.1,1.2,2.3,0.4,0.1,0.1,0.6,1.7,2015,PF
Auryn MacMillan,MEL,14,7.8,1.2,0.5,1.4,0.35,0,0,0,0.2,0.3,0.75,0.9,0.7,1.6,0.2,0.1,0.1,0.3,1.1,2015,PF
Yuat Alok,NZB,2,1.4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.5,2015,PF
Atem Atem,ADE,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,PF
Rhys Vague,PER,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,PF
Thomas Abercrombie,NZB,28,29.6,15.2,5.1,10.6,0.485,1.5,3.7,0.419,3.1,4.1,0.769,1.1,2.7,3.8,1.1,0.7,1,1.2,3.1,2014,PF
Mark Worthington,MEL,31,34.2,14.2,5.2,12.4,0.42,0.9,3.3,0.255,3,3.7,0.804,1.7,5.1,6.8,2.1,0.7,0.7,1.8,3.2,2014,PF
Shawn Redhage,PER,33,27.8,14,5.4,11.3,0.477,1.2,3.1,0.394,1.9,2.5,0.785,1.8,2.8,4.6,2.7,0.6,0.4,2.4,3.2,2014,PF
Alex Loughton,CRN,28,26.7,12.4,4.7,10.1,0.471,1.2,3.5,0.351,1.8,2.1,0.845,1.5,3.5,5.1,1.9,0.8,0.4,1.3,3.3,2014,PF
Jesse Wagstaff,PER,33,21.9,10.7,3.6,7.8,0.464,1.5,3.4,0.427,2,2.4,0.831,1.4,2.4,3.8,1,0.6,0.2,0.8,2.3,2014,PF
Anthony Petrie,ADE,34,26.5,10.2,4,8.4,0.47,0.4,1.3,0.326,1.9,2.5,0.756,2.2,4.1,6.2,1.2,0.5,0.8,1.4,2.7,2014,PF
Tim Coenraad,ILL,30,25.9,9.2,3.3,7.8,0.43,1.4,3.5,0.404,1.1,1.3,0.811,0.7,3.6,4.3,2.1,0.5,0.2,1.9,2.3,2014,PF
Tom Garlepp,SYD,28,26.4,8.7,3.2,7,0.462,0,0.1,0.25,2.2,2.9,0.768,2.2,3.2,5.3,1.5,0.5,0.9,1.1,2.5,2014,PF
Jacob Holmes,TOW,28,25.5,7.5,2.9,7.2,0.402,0.2,0.7,0.35,1.5,1.5,0.953,1.7,4.1,5.9,1.8,0.4,0.1,1,1.6,2014,PF
Matt Burston,CRN,28,21,7,2.7,5,0.529,0,0,0,1.6,2.9,0.563,2.2,3.7,5.9,0.9,0.7,0.5,1,3.1,2014,PF
Adam Ballinger,MEL,31,15.1,6.8,2.8,5.4,0.509,0.8,1.8,0.446,0.5,0.7,0.75,0.9,1.5,2.4,0.3,0,0.2,0.4,2,2014,PF
Russell Hinder,TOW,26,20.7,6.5,2.2,5.2,0.413,1,2.4,0.413,1.2,1.4,0.838,1.6,3.2,4.8,1.3,0.3,0.4,1,3.1,2014,PF
Casey Frank,NZB,13,15.7,5.6,2.2,4.1,0.545,0.2,0.7,0.3,0.9,1.9,0.48,1.3,1.4,2.7,1.6,0.2,0.5,0.7,3.7,2014,PF
Cody Ellis,SYD,16,18.8,5,1.7,4.6,0.373,0.8,2.8,0.289,0.7,0.8,0.923,0.7,2.3,3.1,0.4,0.2,0.3,0.6,2.4,2014,PF
Mitchell Young,CRN,28,16.6,4.5,1.8,4.4,0.408,0,0.1,0,0.9,1.5,0.625,1.4,1.8,3.1,0.7,0.3,0.4,0.9,2.6,2014,PF
Darnell Lazare,NZB,4,18.5,4.2,1.3,5.2,0.25,0,0,0,1.6,1.8,0.857,0.5,4.2,4.7,0.5,0.3,1,1.6,2.1,2014,PF
Auryn MacMillan,MEL,24,7.4,1.4,0.6,1.6,0.385,0,0,0,0.2,0.3,0.5,0.8,1,1.9,0.1,0.2,0.2,0.3,1.6,2014,PF
Jeremiah Trueman,PER,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2014,PF
Jack Salt,NZB,2,1.9,1,0.5,1.4,0.333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2014,PF
Jeremiah Trueman,NZB,4,5.5,0.5,0.3,0.5,0.5,0,0.3,0,0,0,0,0,0.3,0.3,0.3,0,0,0,1.6,2014,PF
Louis Timms,PER,5,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.2,0,0.2,2014,PF
Michael Vigor,PER,3,1.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,2014,PF
Shawn Redhage,PER,32,24.1,14.5,5.1,11.5,0.441,1.3,3.3,0.39,3.1,3.8,0.813,1.5,2.9,4.5,2.7,0.9,0.6,2.2,2.7,2013,PF
Seth Scott,MEL,27,27.2,11.6,4.6,8.9,0.515,0.6,1.6,0.395,1.8,2.5,0.696,1.7,4.5,6.2,0.9,0.3,0.7,1.7,3,2013,PF
Anthony Petrie,ADE,28,24.2,11.3,4.5,9.8,0.462,0.6,1.8,0.32,1.7,2.5,0.667,2.3,3.4,5.8,1.1,0.6,0.4,1.9,2.8,2013,PF
Thomas Abercrombie,NZB,33,28.5,11.1,4,9.7,0.41,1.1,3.1,0.34,2.1,2.7,0.761,1.2,3.3,4.5,1.1,0.5,0.7,1.4,2,2013,PF
Darnell Lazare,SYD,31,25.6,11.1,4.5,9.9,0.449,0,0.1,0,2.1,2.9,0.728,2.6,4.7,7.3,0.6,0.8,0.6,1.6,2.7,2013,PF
Alex Loughton,CRN,28,25.6,10.7,3.9,9.3,0.421,1.2,3,0.407,1.7,2.6,0.676,1.7,3.5,5.2,1.7,0.5,0.5,1.6,3,2013,PF
Jesse Wagstaff,PER,31,19,10.2,3.3,7.6,0.426,1.3,3.7,0.342,2.5,3.2,0.798,1.2,2.5,3.7,1.2,0.7,0.4,1.1,2.4,2013,PF
Shane Edwards,CRN,28,23,9.7,3.6,8.9,0.408,0.5,2.3,0.234,1.8,2.9,0.625,1.5,4,5.5,0.7,0.8,0.6,1.7,2.8,2013,PF
Tim Coenraad,ILL,17,24.7,9.2,3.2,7.8,0.413,1.4,2.7,0.523,1.4,1.8,0.759,1,3.3,4.4,1.5,0.4,0.2,1.7,1.9,2013,PF
Will Hudson,NZB,26,17.3,7.9,3.2,6,0.522,0,0,0,1.6,2.4,0.656,2.5,2.1,4.6,0.6,0.5,0.5,0.9,2,2013,PF
Lucas Walker,MEL,26,17.9,7.4,2.7,5.5,0.5,0.4,1.5,0.289,1.6,1.9,0.837,1.6,3.5,5.1,1,0.5,0.5,1.7,2.7,2013,PF
Tom Garlepp,SYD,31,17.8,6.1,2.3,5.2,0.442,0,0.4,0.091,1.5,3,0.495,1.6,2.5,4.1,0.6,0.6,0.6,1.1,1.9,2013,PF
Jacob Holmes,TOW,21,29.5,6,2.2,7.1,0.315,0.5,1.8,0.282,1,1.1,0.917,2,5.8,7.8,1.7,0.6,0.1,1.4,1.6,2013,PF
Matt Burston,MEL,28,16.3,4.5,1.8,3.8,0.481,0,0,0,0.9,1.7,0.511,1.9,3,4.9,0.4,0.6,0.5,0.9,2.4,2013,PF
Larry Abney,TOW,9,16.1,4.4,1.8,4.2,0.421,0,0,0,0.9,1.3,0.667,1,2.4,3.4,0.4,0.8,0.3,1.2,1.5,2013,PF
Jeremiah Trueman,PER,32,11.8,3.5,1.5,2.4,0.645,0,0.1,0,0.4,0.6,0.684,1,0.8,1.8,0.4,0.2,0.3,0.4,1.4,2013,PF
Pero Vasiljevic,ADE,13,3.9,0.8,0.4,1.2,0.313,0,0,0,0,0.3,0,0.1,0.8,0.8,0.2,0.1,0.4,0.3,0.7,2013,PF
Michael Vigor,PER,7,3.1,0.1,0,0.3,0,0,0,0,0.1,0.6,0.25,0.4,0.7,1.1,0,0.1,0.1,0,0.7,2013,PF
Alex Beagley,ILL,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,PF
Matthew Andronicos,CRN,3,1.1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0,0,0.3,0,2013,PF
Mark Worthington,GCB,31,28.6,14.1,4.6,11.2,0.413,1.2,3.5,0.333,3.8,4.9,0.773,1.6,4.5,6.2,1.6,0.9,0.7,1.7,2.9,2012,PF
Shawn Redhage,PER,34,23.9,13.4,5,11,0.456,1.1,3,0.371,2.3,3.3,0.687,1.8,2.5,4.2,2.5,0.7,0.3,2.4,2.8,2012,PF
Alex Loughton,CRN,23,27,12.2,4.9,11.2,0.433,0.8,3,0.277,2,2.3,0.843,1.3,4,5.3,1.6,1.2,0.4,1.7,3,2012,PF
Jerai Grant,SYD,28,28.3,11.6,4.7,8.6,0.555,0,0,1,2.1,3.4,0.612,3.2,4.7,8,1.1,0.7,1.4,1.8,2.5,2012,PF
Oscar Forman,ILL,28,24.6,11.2,4.1,8.5,0.476,2.4,4.7,0.512,0.7,1,0.731,0.6,3.6,4.3,1.1,0.3,0.9,0.7,2.5,2012,PF
Jesse Wagstaff,PER,34,19,11.1,3.7,8.3,0.447,1.3,3.4,0.387,2.4,2.8,0.848,1.1,2.4,3.5,1.3,0.5,0.3,1.6,2.7,2012,PF
Matthew Knight,PER,29,19.7,10.4,4.4,8.6,0.506,0.1,0.2,0.333,1.5,1.9,0.772,2.2,3,5.2,1.2,0.4,0.6,0.9,1.6,2012,PF
Anthony Petrie,GCB,31,22.4,10.1,4,8.7,0.462,0.3,1.2,0.289,1.7,2.7,0.628,1.8,3.8,5.6,1,0.3,0.5,1.7,2.4,2012,PF
Will Hudson,GCB,31,21.5,9.3,3.8,7,0.548,0,0.1,0,1.6,3,0.553,3.2,2.5,5.7,0.5,0.5,0.5,1.6,2.3,2012,PF
Lucas Walker,MEL,28,14.7,5.8,2,4.3,0.475,0.2,0.8,0.217,1.6,2.5,0.638,1.7,2.9,4.6,0.8,0.7,0.3,1.7,2.9,2012,PF
Matt Burston,MEL,19,14.8,5.7,1.9,4.4,0.439,0,0.1,0,1.9,2.9,0.648,1.4,2.1,3.5,0.3,0.5,0.4,1.1,2.4,2012,PF
