Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Season,Position
Greg Whittington,SYD,0.556,0.532,153.3,6.3,19.4,12.7,10.3,14.4,2.6,2.8,18.1,-1.8,1.2,108.1,107.3,0.7,282.2,15.8,2017,PF
Josh Powell,SYD,0.542,0.48,128.3,11.6,17.4,14.5,9.1,15.7,0.5,3.7,23.6,-5.0,1.3,105.7,111.7,-6.0,154.8,15.5,2017,PF
Mitchell Young,BRI,0.607,0.574,128.1,14.1,12.9,13.5,3.4,17.6,1.9,1.6,18.9,-6.4,1.4,112.6,114.5,-1.9,92.8,15.4,2017,PF
Anthony Petrie,BRI,0.566,0.521,164.1,8.1,16.2,12.2,13.9,18.7,0.9,2.4,22.1,-4.2,1.3,107.8,113.7,-5.9,79.2,15.2,2017,PF
Oscar Forman,ILL,0.619,0.605,160.1,3.9,12.6,8.2,5.4,6.4,0.7,0.8,19.0,-0.6,1.3,122.3,112.0,10.3,120.1,14.7,2017,PF
Jesse Wagstaff,PER,0.537,0.479,149.7,4.1,12.5,8.2,9.5,8.0,1.7,0.6,19.9,0.2,1.2,116.5,108.6,8.0,163.9,14.5,2017,PF
Mark Worthington,CRN,0.531,0.438,159.6,4.8,16.3,10.4,20.4,13.6,1.4,0.8,17.9,3.0,1.2,113.4,112.8,0.6,226.1,14.4,2017,PF
Alex Loughton,CRN,0.558,0.541,157.9,6.1,15.0,10.4,12.7,9.9,1.3,0.6,17.4,1.0,1.2,114.5,113.4,1.0,126.8,14.2,2017,PF
Paul Carter,NZB,0.574,0.562,158.7,5.5,16.3,11.3,7.0,15.5,1.9,2.8,18.6,-3.7,1.2,107.7,104.6,3.1,66.5,13.4,2017,PF
Eric Jacobsen,ADE,0.584,0.554,214.7,11.5,18.7,15.3,6.2,19.2,1.2,3.0,14.3,-3.3,1.5,111.6,104.1,7.5,183.8,12.3,2017,PF
Tom Garlepp,SYD,0.507,0.459,151.5,5.3,13.9,9.5,10.8,12.0,1.3,3.2,17.2,-0.2,1.2,105.3,111.6,-6.3,105.3,11.9,2017,PF
Liu Bo,SYD,0.5,0.5,50.0,14.5,15.8,15.1,0.0,0.0,0.0,0.0,11.4,0.0,1.0,125.6,106.8,18.9,1.8,10.8,2017,PF
David Barlow,MEL,0.531,0.506,157.4,2.6,13.3,7.7,9.9,9.0,1.1,1.2,12.0,2.0,1.1,115.0,111.6,3.4,72.8,9.5,2017,PF
Devin Williams,MEL,0.468,0.465,88.8,10.1,35.4,22.3,0.0,16.8,0.6,0.5,17.8,-6.8,1.2,89.9,107.2,-17.4,39.4,9.5,2017,PF
Shawn Redhage,PER,0.49,0.442,133.9,3.6,14.1,8.8,11.5,15.0,1.5,1.6,18.7,-1.7,1.1,100.1,107.9,-7.9,41.8,9.5,2017,PF
Cody Ellis,ILL,0.487,0.442,153.2,2.2,10.6,6.3,11.9,12.1,1.3,2.1,17.0,0.4,1.1,100.8,110.6,-9.8,86.9,9.2,2017,PF
Lucas Walker,PER,0.5,0.5,50.0,0.0,20.7,11.2,10.5,33.3,0.0,0.0,9.1,-2.5,1.0,77.7,106.1,-28.4,1.9,3.2,2017,PF
Hakim Warrick,MEL,0.551,0.502,131.7,11.1,18.0,14.7,7.1,8.7,1.2,2.7,29.2,-3.3,1.4,113.9,107.4,6.5,222.6,24.9,2016,PF
Matthew Knight,PER,0.505,0.482,110.0,13.1,21.6,17.3,9.9,8.2,0.9,1.1,21.4,-0.4,1.1,113.2,105.6,7.6,328.8,18.5,2016,PF
Tom Garlepp,SYD,0.614,0.568,180.6,4.0,13.0,8.5,13.9,11.6,0.9,1.5,21.0,-0.2,1.4,119.7,112.1,7.6,237.6,17.8,2016,PF
Jesse Wagstaff,PER,0.551,0.479,157.1,6.2,16.7,11.4,13.3,9.2,1.3,0.6,20.8,1.0,1.3,121.2,106.2,15.0,220.5,17.2,2016,PF
Nick Kay,TOW,0.575,0.545,162.1,11.7,15.3,13.4,7.6,11.5,0.8,0.8,16.6,-1.4,1.3,120.2,114.6,5.6,259.3,16.9,2016,PF
Mark Worthington,CRN,0.507,0.439,146.7,3.6,17.0,10.2,16.1,11.6,2.0,1.7,21.3,1.1,1.2,106.2,113.2,-7.0,229.5,15.9,2016,PF
Al Harrington,SYD,0.499,0.447,139.8,7.5,18.7,13.4,16.6,13.1,0.9,0.0,32.3,-2.9,1.2,100.8,109.2,-8.4,47.5,15.3,2016,PF
Majok Majok,MEL,0.509,0.489,101.8,12.6,26.2,19.5,3.8,9.4,1.0,1.9,14.2,-1.4,1.2,114.3,105.9,8.3,205.4,15.1,2016,PF
Anthony Petrie,ADE,0.534,0.491,152.5,11.1,14.9,13.0,9.1,13.1,0.5,1.8,17.1,-1.2,1.2,113.6,110.2,3.5,208.5,13.3,2016,PF
Oscar Forman,ILL,0.56,0.547,163.5,6.6,13.7,10.1,6.3,6.7,0.7,1.3,16.3,0.2,1.2,119.8,112.3,7.5,151.9,12.4,2016,PF
Shawn Redhage,PER,0.524,0.452,161.7,7.3,13.5,10.4,14.0,17.3,0.9,0.7,20.3,-2.4,1.2,106.3,108.3,-1.9,130.0,12.1,2016,PF
Cody Ellis,ILL,0.515,0.456,152.9,4.8,12.2,8.4,8.8,11.0,2.0,2.4,15.9,-0.1,1.2,109.9,110.2,-0.4,125.2,11.9,2016,PF
Harry Froling,TOW,0.478,0.417,150.0,9.2,7.7,8.5,16.6,12.0,0.0,2.2,16.1,3.1,1.2,110.8,121.6,-10.8,10.3,11.4,2016,PF
Lucas Walker,ADE,0.492,0.473,123.6,10.4,23.4,16.9,6.1,17.4,1.6,0.9,17.5,-4.2,1.1,98.5,105.4,-6.9,115.7,11.1,2016,PF
Jeromie Hill,SYD,0.482,0.489,102.9,10.5,17.6,14.0,5.6,12.4,0.8,1.9,18.6,-2.8,1.0,98.9,108.6,-9.8,59.3,10.7,2016,PF
Alex Loughton,CRN,0.462,0.402,151.2,8.3,12.6,10.4,10.3,11.7,0.8,1.1,18.1,-0.3,1.0,102.1,117.8,-15.7,117.6,10.5,2016,PF
Tai Wynyard,NZB,0.512,0.5,100.0,14.7,19.0,17.0,0.0,17.0,0.0,0.0,17.7,-6.7,1.3,100.5,102.0,-1.5,2.9,9.8,2016,PF
Mitchell Young,TOW,0.471,0.44,94.7,10.9,16.2,13.4,4.3,14.5,0.2,2.4,15.6,-3.4,1.2,99.4,114.8,-15.4,87.3,9.4,2016,PF
Tohi Smith-Milner,MEL,0.571,0.571,82.9,0.0,5.9,2.6,0.0,22.2,0.0,4.1,19.8,-10.4,1.1,87.5,116.9,-29.4,0.0,4.8,2016,PF
Yuat Alok,NZB,1.136,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,250.0,123.6,126.4,0.7,24.4,2015,PF
Brian Ibekwe,NZB,0.619,0.6,162.4,10.1,20.5,15.3,7.6,12.4,2.1,6.8,21.7,-3.2,1.5,119.5,96.6,22.8,317.0,22.7,2015,PF
Todd Blanchfield,TOW,0.572,0.532,164.5,6.9,16.2,11.6,10.2,9.9,0.7,0.9,21.5,-0.9,1.3,118.9,108.3,10.7,271.3,17.4,2015,PF
Tom Garlepp,SYD,0.552,0.488,171.1,4.4,12.3,8.4,14.1,10.4,1.1,2.9,22.2,0.3,1.3,112.9,111.7,1.2,242.1,17.3,2015,PF
Matt Burston,CRN,0.559,0.539,111.6,11.5,18.9,15.1,8.7,16.0,1.9,2.7,17.6,-3.0,1.4,111.0,103.0,8.0,201.7,16.9,2015,PF
Cody Ellis,SYD,0.546,0.473,156.0,7.9,13.6,10.8,7.7,10.6,1.4,4.1,17.8,-1.0,1.3,114.1,109.7,4.3,161.8,15.9,2015,PF
DeAndre Daniels,PER,0.484,0.451,140.1,8.4,19.9,13.9,7.2,13.1,1.1,3.2,25.5,-5.3,1.1,99.7,103.6,-3.9,277.8,15.3,2015,PF
Jesse Wagstaff,PER,0.539,0.486,154.2,7.0,14.4,10.5,8.5,10.5,1.5,0.3,18.9,-1.4,1.2,115.0,106.5,8.5,169.5,14.8,2015,PF
Thomas Abercrombie,NZB,0.605,0.583,162.1,5.0,11.3,8.2,5.4,9.7,1.1,2.9,15.7,-1.1,1.4,121.7,104.7,17.0,233.2,14.4,2015,PF
Anthony Petrie,ADE,0.534,0.498,148.4,8.6,17.0,12.8,9.2,13.4,0.6,2.7,17.6,-1.5,1.2,109.5,104.8,4.7,229.2,13.1,2015,PF
Tim Coenraad,ILL,0.586,0.549,175.7,5.2,17.2,11.3,10.5,21.9,1.1,0.8,18.1,-4.7,1.3,102.3,112.6,-10.3,193.4,12.7,2015,PF
David Barlow,MEL,0.631,0.615,164.8,2.4,14.6,8.5,5.4,11.0,0.9,0.7,15.5,-1.4,1.4,116.4,105.4,11.0,132.5,11.7,2015,PF
Adam Ballinger,ILL,0.457,0.431,144.7,6.3,12.7,9.5,3.9,9.8,0.7,3.1,16.6,-2.1,1.0,96.5,114.0,-17.5,69.8,9.4,2015,PF
Lucas Walker,MEL,0.47,0.442,138.6,5.9,21.1,13.5,5.8,17.6,1.2,0.6,18.0,-4.3,1.0,88.9,104.3,-15.5,77.8,7.8,2015,PF
Mitchell Young,CRN,0.441,0.395,97.0,9.9,11.9,10.9,5.2,16.2,0.6,0.7,15.0,-3.4,1.1,94.9,110.1,-15.1,46.9,7.3,2015,PF
Auryn MacMillan,MEL,0.391,0.35,110.0,13.2,10.2,11.7,4.0,15.5,0.9,1.5,11.0,-1.8,0.9,96.9,107.3,-10.3,15.7,6.2,2015,PF
Jeremiah Trueman,PER,1.136,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,250.0,109.2,140.8,0.3,31.4,2014,PF
Jesse Wagstaff,PER,0.603,0.558,172.3,7.6,12.8,10.1,7.4,8.3,1.4,1.0,19.5,-0.7,1.4,130.6,109.0,21.5,232.2,18.3,2014,PF
Alex Loughton,CRN,0.565,0.533,166.6,6.9,16.7,11.7,11.9,10.9,1.6,1.3,21.1,-0.4,1.2,117.9,114.3,3.6,232.3,17.5,2014,PF
Thomas Abercrombie,NZB,0.612,0.557,167.4,4.6,11.3,7.9,6.5,8.7,1.3,2.8,21.3,-1.4,1.4,121.6,114.3,7.3,250.9,17.3,2014,PF
Shawn Redhage,PER,0.562,0.53,165.5,7.5,11.8,9.6,16.7,16.0,1.1,1.2,23.4,-2.1,1.2,113.4,110.2,3.2,267.9,16.2,2014,PF
Matt Burston,CRN,0.551,0.529,109.1,12.4,22.4,17.3,7.1,13.5,1.8,2.4,15.9,-1.7,1.4,114.9,111.4,3.5,187.9,15.8,2014,PF
Adam Ballinger,MEL,0.598,0.585,170.6,7.1,11.5,9.3,3.1,7.0,0.0,1.3,18.8,-1.7,1.3,121.3,116.9,4.5,112.9,14.8,2014,PF
Tom Garlepp,SYD,0.528,0.464,148.0,9.9,14.0,12.0,8.9,12.1,1.0,2.9,16.2,-0.5,1.2,114.6,114.5,0.1,207.9,14.2,2014,PF
Anthony Petrie,ADE,0.537,0.495,155.2,9.5,16.9,13.3,7.1,12.5,1.0,2.9,18.5,-2.0,1.2,112.0,106.4,5.5,272.1,14.0,2014,PF
Mark Worthington,MEL,0.507,0.454,147.8,6.0,16.6,11.5,10.4,11.4,1.0,1.7,21.5,-1.3,1.1,105.9,112.5,-6.5,278.3,14.0,2014,PF
Casey Frank,NZB,0.568,0.573,132.5,10.0,11.3,10.7,15.4,13.2,0.8,2.8,16.8,1.8,1.4,119.4,117.4,2.0,49.9,13.1,2014,PF
Russell Hinder,TOW,0.554,0.507,166.4,9.4,19.8,14.4,10.1,14.4,0.9,1.8,15.2,-0.5,1.2,116.0,114.7,1.2,145.9,12.5,2014,PF
Tim Coenraad,ILL,0.552,0.52,164.5,3.2,16.4,9.8,12.8,18.5,1.1,0.7,18.4,-2.0,1.2,103.3,120.8,-17.5,183.0,11.9,2014,PF
Jacob Holmes,TOW,0.476,0.419,170.5,8.1,20.7,14.2,11.4,11.5,0.7,0.4,16.1,0.7,1.0,107.1,115.7,-8.6,190.9,11.7,2014,PF
Michael Vigor,PER,0.0,0.0,0.0,33.7,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.4,110.9,123.4,1.0,9.8,2014,PF
Mitchell Young,CRN,0.447,0.408,103.3,10.1,13.3,11.6,6.7,15.9,0.8,2.4,16.3,-2.8,1.0,96.0,116.3,-20.3,71.0,8.3,2014,PF
Cody Ellis,SYD,0.502,0.46,158.5,5.0,15.4,10.3,3.2,11.0,0.7,1.4,13.7,-1.7,1.1,106.9,118.6,-11.7,46.0,8.1,2014,PF
Auryn MacMillan,MEL,0.4,0.385,88.5,13.6,15.3,14.5,1.8,14.1,1.5,2.5,13.2,-3.3,0.9,93.0,110.4,-17.4,25.5,7.3,2014,PF
Louis Timms,PER,0.0,0.0,0.0,0.0,21.6,11.6,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,83.3,-83.3,2.1,6.3,2014,PF
Darnell Lazare,NZB,0.347,0.25,110.7,3.5,25.1,14.9,3.9,20.6,0.8,4.7,19.6,-7.0,0.8,68.5,121.7,-53.2,9.8,4.7,2014,PF
Jack Salt,NZB,0.333,0.333,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0.0,0.7,69.2,109.6,-40.4,-0.2,1.9,2014,PF
Jeremiah Trueman,NZB,0.5,0.5,50.0,0.0,5.3,2.8,6.4,0.0,0.0,0.0,4.5,3.3,1.0,124.7,134.0,-9.4,-0.8,0.9,2014,PF
Shawn Redhage,PER,0.548,0.496,164.4,6.9,15.0,10.7,22.4,14.0,2.0,2.3,28.2,-1.5,1.3,112.6,92.3,20.3,280.2,22.8,2013,PF
Jesse Wagstaff,PER,0.567,0.508,156.6,6.7,16.5,11.3,12.0,10.5,1.9,2.0,23.4,-1.3,1.3,120.2,92.2,28.0,199.0,21.3,2013,PF
Will Hudson,NZB,0.555,0.522,117.8,16.7,14.8,15.8,6.7,11.7,1.4,2.6,20.5,-2.9,1.3,117.3,96.0,21.3,160.2,20.2,2013,PF
Lucas Walker,MEL,0.593,0.539,162.6,10.9,22.3,16.8,10.0,21.2,1.5,2.5,21.0,-5.9,1.4,106.1,100.5,5.6,150.8,17.7,2013,PF
Darnell Lazare,SYD,0.492,0.449,117.7,12.0,21.7,16.8,4.6,12.2,1.7,2.4,23.4,-4.5,1.1,100.9,103.1,-2.1,239.2,17.3,2013,PF
Seth Scott,MEL,0.577,0.55,160.6,7.7,18.5,13.3,6.6,14.5,0.7,2.3,20.2,-4.0,1.3,109.2,103.1,6.1,209.5,16.7,2013,PF
Anthony Petrie,ADE,0.518,0.491,144.9,10.9,16.2,13.5,9.5,14.7,1.4,1.4,24.5,-4.5,1.2,100.3,103.0,-2.7,191.5,16.7,2013,PF
Alex Loughton,CRN,0.517,0.486,150.5,7.7,15.6,11.6,12.9,13.6,1.2,1.5,21.6,-1.9,1.2,105.4,104.3,1.2,190.3,16.0,2013,PF
Jeremiah Trueman,PER,0.658,0.645,132.9,9.1,8.8,9.0,5.9,13.4,1.1,2.4,11.3,-1.1,1.5,128.1,96.2,31.9,92.9,14.5,2013,PF
Shane Edwards,CRN,0.473,0.439,126.8,7.6,19.9,13.7,6.1,14.6,1.9,2.2,23.9,-5.6,1.1,93.5,100.5,-7.0,149.9,14.3,2013,PF
Matt Burston,MEL,0.497,0.481,99.2,14.1,20.6,17.5,4.2,15.9,2.1,2.9,15.4,-3.6,1.2,101.9,99.4,2.5,131.0,14.2,2013,PF
Tim Coenraad,ILL,0.537,0.504,169.4,5.5,14.6,10.5,11.3,16.3,0.9,0.6,20.0,-2.7,1.2,102.9,115.7,-12.8,98.0,14.0,2013,PF
Tom Garlepp,SYD,0.468,0.445,102.7,10.5,16.6,13.5,5.8,14.3,1.8,3.2,19.9,-3.9,1.2,95.0,104.0,-9.0,132.3,13.6,2013,PF
Thomas Abercrombie,NZB,0.509,0.465,151.0,4.8,14.2,9.4,6.1,11.3,1.0,2.1,19.2,-2.3,1.1,108.1,99.5,8.6,207.5,13.2,2013,PF
Larry Abney,TOW,0.462,0.421,108.8,6.8,18.0,12.2,5.9,20.3,2.6,1.9,17.9,-5.6,1.1,83.0,105.5,-22.5,28.1,10.1,2013,PF
Jacob Holmes,TOW,0.398,0.352,151.4,7.8,22.6,15.3,10.3,15.8,1.1,0.4,14.6,-1.1,0.9,86.7,105.5,-18.8,142.9,9.2,2013,PF
Michael Vigor,PER,0.133,0.0,25.0,15.6,25.9,20.7,0.0,0.0,2.4,4.1,7.6,0.0,0.5,69.6,71.7,-2.2,4.2,5.6,2013,PF
Matthew Andronicos,CRN,0.0,0.0,0.0,0.0,67.8,35.1,46.0,100.0,0.0,0.0,14.8,-10.9,0.0,37.3,73.6,-36.2,1.5,5.1,2013,PF
Pero Vasiljevic,ADE,0.282,0.313,31.3,2.2,22.5,12.1,10.2,18.4,1.1,8.3,19.9,-3.8,0.6,56.0,97.6,-41.5,5.4,3.2,2013,PF
Matthew Knight,PER,0.551,0.51,161.1,13.1,17.7,15.4,11.5,9.0,1.1,2.8,23.0,-0.5,1.2,116.7,97.3,19.4,239.2,22.0,2012,PF
Jerai Grant,SYD,0.578,0.557,216.7,12.7,18.2,15.4,7.2,15.3,1.4,4.4,18.3,-3.7,1.4,113.1,104.3,8.7,305.3,19.8,2012,PF
Jesse Wagstaff,PER,0.58,0.526,168.2,6.9,14.3,10.6,11.9,14.1,1.5,1.3,25.5,-3.6,1.3,114.0,97.3,16.8,198.6,19.5,2012,PF
Oscar Forman,ILL,0.627,0.617,171.9,3.2,16.6,10.2,8.0,7.0,0.6,3.0,17.8,0.1,1.3,123.8,112.6,11.2,226.5,19.5,2012,PF
Mark Worthington,GCB,0.526,0.465,151.9,6.5,18.5,12.4,9.8,11.5,1.6,2.2,23.0,-2.2,1.3,111.8,99.6,12.2,277.0,18.7,2012,PF
Shawn Redhage,PER,0.538,0.506,151.4,8.7,11.8,10.2,18.7,16.0,1.5,1.1,27.1,-2.9,1.2,106.1,98.4,7.7,246.1,18.3,2012,PF
Alex Loughton,CRN,0.499,0.47,155.3,5.5,15.8,10.8,11.7,12.1,2.3,1.2,23.2,-2.3,1.1,103.1,98.8,4.3,166.8,18.2,2012,PF
Will Hudson,GCB,0.56,0.548,110.1,17.1,13.8,15.5,3.9,16.0,1.1,2.2,20.0,-5.8,1.3,109.8,102.2,7.7,210.4,18.0,2012,PF
Anthony Petrie,GCB,0.51,0.482,137.9,9.1,20.0,14.5,7.9,14.7,0.7,2.1,22.4,-4.5,1.2,102.1,101.0,1.1,190.6,15.5,2012,PF
Lucas Walker,MEL,0.543,0.496,133.0,12.9,23.0,17.9,8.7,24.4,2.3,1.9,21.7,-8.5,1.4,95.6,98.3,-2.7,115.4,15.4,2012,PF
Matt Burston,MEL,0.506,0.439,108.7,10.5,16.5,13.5,3.7,15.9,1.9,2.3,20.3,-5.8,1.3,98.3,100.9,-2.6,61.7,13.8,2012,PF
Tom Garlepp,GCB,0.561,0.459,131.5,8.5,16.8,12.6,6.0,20.7,1.1,3.1,16.3,-5.1,1.5,105.5,100.7,4.8,77.7,13.2,2012,PF
Adam Ballinger,ADE,0.374,0.36,127.1,9.2,15.2,12.3,7.0,7.8,1.0,2.5,18.2,-0.2,0.8,92.5,109.4,-16.8,26.2,8.9,2012,PF
Jeffrey Dowdell,CRN,0.446,0.42,142.3,4.2,11.9,8.1,8.3,15.8,0.1,0.6,16.2,-2.5,1.0,90.5,106.9,-16.3,48.4,7.5,2012,PF
Tim Lang,MEL,0.36,0.36,36.0,6.0,6.3,6.1,2.2,10.7,0.7,2.4,16.8,-3.3,0.7,78.2,109.6,-31.4,-0.3,3.3,2012,PF
Michael Vigor,PER,0.347,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,1.0,70.1,93.8,-23.7,-0.2,2.1,2012,PF
Josh Tomasi,JACK,0.0,0.0,0.0,111.1,0.0,59.7,64.5,0.0,0.0,0.0,22.2,33.0,0.0,121.0,140.3,-19.2,2.2,36.2,2023,C
Cameron Thew,ADE,0.0,0.0,0.0,59.7,0.0,28.7,28.8,0.0,12.5,0.0,10.6,16.6,0.0,121.5,91.6,29.9,3.2,31.4,2023,C
Alan Williams,SEM,0.613,0.544,145.5,15.1,29.2,22.0,12.8,13.1,1.9,1.8,26.2,-3.3,1.5,123.6,106.9,16.7,392.8,26.9,2023,C
Sam Timmins,NZB,0.753,1.0,133.3,13.5,15.7,14.6,9.0,0.0,4.4,5.8,12.8,4.0,2.5,161.3,89.6,71.7,16.8,26.7,2023,C
Oliver Hayes-Brown,PER,0.592,0.4,140.0,21.1,26.5,23.8,0.0,12.9,3.1,5.5,21.2,-6.1,1.6,127.9,102.7,25.2,9.1,25.4,2023,C
Marcus Lee,MEL,0.692,0.692,129.8,13.7,22.4,18.2,9.4,10.2,1.5,5.4,13.8,0.7,1.6,141.6,103.4,38.2,185.2,22.5,2023,C
Dererk Pardon,NZB,0.671,0.635,133.5,12.4,20.8,16.7,4.8,12.7,1.3,3.7,16.3,-2.8,1.7,131.6,104.0,27.5,442.5,21.9,2023,C
Malith Machar,MEL,0.51,0.6,60.0,17.7,9.1,13.4,16.6,14.5,4.2,0.0,25.4,-2.7,1.2,99.7,106.3,-6.6,5.2,21.6,2023,C
TaShawn Thomas,PER,0.611,0.581,139.3,8.8,17.2,12.9,20.3,12.5,1.6,2.5,20.6,2.2,1.4,123.2,114.4,8.7,330.2,21.3,2023,C
Isaac Humphries,MEL,0.6,0.58,155.8,10.1,20.5,15.5,8.9,14.9,1.6,8.2,21.4,-3.8,1.3,113.4,103.0,10.4,197.9,21.2,2023,C
Zhou Qi,SEM,0.645,0.656,119.5,16.0,21.4,18.7,2.6,10.3,0.8,1.7,17.3,-3.1,1.8,129.1,108.6,20.5,50.0,20.6,2023,C
Robert Loe,NZB,0.61,0.607,152.9,13.2,22.3,17.8,5.9,10.7,1.2,2.1,19.1,-2.4,1.4,123.1,105.3,17.8,151.2,20.2,2023,C
Kai Sotto,ADE,0.561,0.524,144.1,12.3,27.1,19.9,5.6,10.9,0.4,5.7,22.9,-3.4,1.3,114.2,110.5,3.7,147.7,19.6,2023,C
Anzac Rissetto,SEM,0.543,0.5,100.0,22.1,0.0,9.6,0.0,0.0,4.1,0.0,19.7,0.0,3.0,132.5,106.6,25.9,3.0,19.0,2023,C
Rashard Kelly,JACK,0.491,0.45,144.1,10.4,22.6,16.1,11.6,11.2,2.2,2.4,27.4,-2.8,1.1,103.2,107.6,-4.3,264.8,19.0,2023,C
Samson Froling,ILL,0.516,0.507,130.5,11.5,19.5,15.3,15.9,10.6,1.1,1.5,23.8,-0.1,1.2,108.1,113.9,-5.8,312.8,19.0,2023,C
Tyrell Harrison,BRI,0.842,0.829,161.8,12.7,23.8,18.7,5.3,25.7,0.8,5.1,13.2,-5.5,2.1,130.5,103.1,27.5,80.4,18.1,2023,C
Daniel Johnson,ADE,0.589,0.516,163.0,7.2,19.6,13.5,14.6,14.4,0.6,0.6,21.5,-0.8,1.4,117.7,116.5,1.2,216.0,17.0,2023,C
Mangok Mathiang,ILL,0.587,0.56,132.3,9.6,20.2,14.7,6.4,19.6,1.4,4.9,19.3,-6.2,1.4,104.8,110.1,-5.3,161.1,16.6,2023,C
Jordan Hunter,SYD,0.619,0.568,161.0,9.4,17.4,13.7,6.6,14.0,0.8,4.0,18.4,-2.8,1.5,118.9,102.5,16.4,150.6,16.1,2023,C
Will Magnay,JACK,0.61,0.585,138.0,5.9,23.9,14.4,7.9,18.4,1.4,5.6,15.6,-3.2,1.6,111.1,105.6,5.5,129.3,15.8,2023,C
Timothy Soares,SYD,0.623,0.59,167.2,7.7,16.9,12.6,4.0,15.3,1.6,4.7,18.4,-4.5,1.4,113.7,100.5,13.2,244.7,15.7,2023,C
Sam Waardenburg,CRN,0.62,0.586,156.7,4.1,19.0,11.4,7.1,15.7,1.4,2.8,17.4,-3.4,1.5,111.3,100.7,10.6,256.5,14.7,2023,C
Callum Dalton,MEL,0.608,0.375,150.0,8.4,0.0,4.0,0.0,0.0,0.0,0.0,18.2,0.0,1.8,143.1,116.7,26.4,2.5,14.7,2023,C
Majok Majok,PER,0.564,0.525,117.5,14.3,18.2,16.2,6.0,15.6,0.3,2.2,14.8,-2.5,1.4,116.4,116.8,-0.3,56.8,14.0,2023,C
Aron Baynes,BRI,0.517,0.493,145.6,10.3,25.1,18.0,8.2,14.3,0.5,1.8,24.0,-4.7,1.1,98.6,107.2,-8.7,171.8,13.5,2023,C
Gorjok Gak,BRI,0.544,0.523,110.6,12.5,19.3,16.0,12.7,22.4,1.8,3.5,16.8,-3.3,1.3,102.2,107.0,-4.9,108.4,12.9,2023,C
Harry Froling,BRI,0.551,0.515,133.6,10.8,20.3,15.7,13.0,20.5,0.9,0.8,19.5,-3.7,1.4,102.6,109.2,-6.6,100.0,12.4,2023,C
Clinton Steindl,JACK,0.505,0.482,171.2,3.3,11.3,7.0,6.2,8.4,1.7,0.4,15.6,-0.3,1.0,105.2,110.7,-5.6,49.4,9.9,2023,C
Tristan Forsyth,JACK,0.5,0.5,50.0,0.0,13.5,6.7,0.0,0.0,0.0,0.0,10.2,0.0,1.0,102.9,108.6,-5.7,0.8,5.3,2023,C
Deng Acuoth,ADE,0.355,0.0,66.7,6.0,20.4,13.3,0.0,15.1,0.0,5.0,7.5,-2.5,1.3,84.9,112.0,-27.2,5.6,4.2,2023,C
Yanni Wetzell,NZB,0.632,0.594,131.4,10.4,20.6,15.3,7.9,8.6,2.6,3.0,22.1,-1.4,1.5,126.2,110.3,15.9,345.7,26.1,2022,C
Zhou Qi,SEM,0.646,0.636,124.1,13.1,22.5,17.7,4.4,11.5,1.1,8.7,21.1,-3.8,1.6,126.0,105.4,20.6,255.5,25.7,2022,C
Jo Acuil,MEL,0.581,0.56,156.8,9.3,26.4,17.9,10.5,13.3,1.0,7.3,27.1,-4.5,1.3,111.1,92.8,18.2,399.1,23.9,2022,C
Duop Reath,ILL,0.579,0.553,172.6,10.5,16.2,13.4,5.7,8.2,1.2,5.2,23.3,-2.0,1.3,120.6,105.8,14.8,369.2,23.3,2022,C
Jarell Martin,SYD,0.627,0.594,169.7,7.6,23.3,16.0,6.0,12.7,1.3,2.0,23.3,-4.2,1.4,116.6,99.8,16.8,366.7,20.7,2022,C
Matt Hodgson,PER,0.629,0.655,108.3,12.6,20.5,16.6,3.4,16.0,1.5,5.0,19.4,-5.9,1.5,113.4,105.7,7.7,107.7,20.1,2022,C
Oliver Hayes-Brown,PER,0.68,0.6,160.0,19.7,21.3,20.5,5.2,14.5,0.0,3.1,10.9,-1.2,1.6,144.6,102.5,42.1,13.2,19.6,2022,C
Daniel Johnson,ADE,0.56,0.501,158.8,6.9,17.4,12.1,11.8,12.2,0.4,1.9,23.1,-2.1,1.3,113.3,111.5,1.8,306.1,17.8,2022,C
Stephen Zimmerman,CRN,0.522,0.53,107.0,16.1,23.6,20.0,12.7,15.9,1.8,1.9,21.4,-3.5,1.2,102.8,103.2,-0.3,178.6,17.8,2022,C
A.J. Ogilvy,ILL,0.799,0.688,212.5,6.7,21.2,14.2,2.7,8.6,2.1,0.0,10.8,-0.7,2.1,160.3,95.9,64.5,16.6,17.5,2022,C
Sam Timmins,NZB,0.552,0.525,122.5,12.7,21.6,16.7,4.6,11.9,2.1,3.7,18.5,-3.3,1.2,109.4,111.8,-2.4,44.3,17.3,2022,C
Ariel Hukporti,MEL,0.563,0.527,118.8,8.7,25.9,17.4,6.6,18.7,1.7,8.4,21.1,-6.2,1.3,102.5,90.0,12.5,172.7,17.3,2022,C
